@relation 'final_property_listings_WEKA-weka.filters.unsupervised.attribute.Remove-R1-weka.filters.unsupervised.attribute.AddCluster-Wweka.clusterers.SimpleKMeans -init 0 -max-candidates 100 -periodic-pruning 10000 -min-density 2.0 -t1 -1.25 -t2 -1.0 -N 6 -A \"weka.core.EuclideanDistance -R first-last\" -I 500 -num-slots 1 -S 10-I1,5-6,8'

@attribute Location {klcc,'damansara heights',dutamas,'bukit jalil','taman tun dr ismail','sri petaling','bukit tunku (kenny hills)','mont kiara','desa parkcity','bangsar south','ampang hilir',kepong,'jalan klang lama (old klang road)','sungai besi','kl city','kl sentral','taman melawati',setapak,'city centre','country heights damansara','taman desa',sentul,bangsar,segambut,'wangsa maju','batu caves',ampang,'sri hartamas',cheras,setiawangsa,oug,'bukit bintang','jalan sultan ismail','jalan kuching','bandar menjalara',seputeh,'sunway spk','kl eco city',pantai,'kuchai lama','jalan ipoh',brickfields,'desa pandan','desa petaling','pandan perdana','bandar damai perdana',keramat,'salak selatan',titiwangsa}
@attribute Price numeric
@attribute 'Rooms Num' numeric
@attribute Bathrooms numeric
@attribute 'Main Property Type' {'Serviced Residence',Bungalow,Condominium,'Semi-detached House','Terrace/Link House',Apartment,Townhouse,Flat,'Residential Land','Cluster House'}
@attribute 'Size Type' {Built-up,'Land area'}
@attribute 'Size Num' numeric
@attribute Furnishing {'Fully Furnished','Partly Furnished',Unfurnished,Unknown}
@attribute cluster {cluster1,cluster2,cluster3,cluster4,cluster5,cluster6}

@data
'mont kiara',1880000,4,5,Condominium,Built-up,2535,Unknown,cluster5
'mont kiara',2230000,5,5,Condominium,Built-up,2974,Unknown,cluster4
ampang,620000,2,2,'Serviced Residence',Built-up,856,'Partly Furnished',cluster1
'mont kiara',1875000,4,5,Condominium,Built-up,2535,Unknown,cluster5
'desa pandan',780000,2,2,'Serviced Residence',Built-up,1087,'Fully Furnished',cluster1
'desa pandan',1080000,2,2,'Serviced Residence',Built-up,1400,Unknown,cluster1
ampang,720000,3,2,'Serviced Residence',Built-up,950,'Partly Furnished',cluster2
'mont kiara',2930000,6,6,Condominium,Built-up,3478,Unknown,cluster4
'mont kiara',1950000,5,5,Condominium,Built-up,2411,Unknown,cluster5
'bukit jalil',4500000,6,5,Bungalow,'Land area',7000,'Fully Furnished',cluster6
'mont kiara',2934400,5,5,Condominium,Built-up,3668,Unknown,cluster4
'mont kiara',2653600,5,5,Condominium,Built-up,3317,'Partly Furnished',cluster4
'mont kiara',2928000,5,5,Condominium,Built-up,3668,Unknown,cluster4
'mont kiara',1700000,4,4,Condominium,Built-up,2025,Unknown,cluster5
'mont kiara',2945910,6,5,Condominium,Built-up,3729,'Partly Furnished',cluster4
'bukit bintang',580000,2,2,'Serviced Residence',Built-up,535,'Fully Furnished',cluster1
'jalan klang lama (old klang road)',640000,4,2,Condominium,Built-up,935,'Partly Furnished',cluster2
'jalan klang lama (old klang road)',720000,4,2,Condominium,Built-up,1092,'Fully Furnished',cluster2
ampang,820000,4,3,'Terrace/Link House','Land area',2400,'Partly Furnished',cluster5
setapak,500000,4,2,Condominium,Built-up,1313,'Partly Furnished',cluster2
'sungai besi',379000,2,2,'Serviced Residence',Built-up,800,'Fully Furnished',cluster1
pantai,655000,3,2,Condominium,Built-up,1400,'Fully Furnished',cluster2
pantai,400000,3,2,Condominium,Built-up,850,'Partly Furnished',cluster2
pantai,450000,3,2,Condominium,Built-up,1100,'Fully Furnished',cluster2
cheras,400000,2,2,Condominium,Built-up,825,Unfurnished,cluster1
sentul,950000,4,3,Condominium,'Land area',1569,'Fully Furnished',cluster2
sentul,1380000,4,3,Condominium,Built-up,1707,'Partly Furnished',cluster5
bangsar,4980000,7,6,Bungalow,'Land area',6900,Unknown,cluster6
'bukit jalil',535000,3,3,Condominium,Built-up,1003,Unfurnished,cluster2
oug,590000,4,3,Townhouse,Built-up,1711,'Partly Furnished',cluster2
'desa parkcity',3230000,5,6,'Terrace/Link House',Built-up,4000,'Partly Furnished',cluster4
'bangsar south',1530000,4,3,Condominium,Built-up,2068,'Fully Furnished',cluster5
dutamas,950000,4,4,Condominium,'Land area',1719,'Partly Furnished',cluster5
klcc,1085000,2,2,Condominium,'Land area',1551,'Fully Furnished',cluster1
klcc,1600000,5,5,Condominium,'Land area',2497,'Fully Furnished',cluster5
klcc,1500000,4,5,Condominium,'Land area',2098,'Fully Furnished',cluster5
klcc,1700000,5,5,Condominium,'Land area',2315,'Fully Furnished',cluster5
'bukit bintang',1000000,2,2,'Serviced Residence','Land area',1070,'Fully Furnished',cluster1
klcc,2500000,5,6,'Serviced Residence','Land area',3283,'Partly Furnished',cluster4
'bukit tunku (kenny hills)',2200000,4,5,Condominium,'Land area',2939,'Partly Furnished',cluster5
'bangsar south',980000,3,2,Condominium,Built-up,1260,'Partly Furnished',cluster2
'damansara heights',399000,1,1,'Serviced Residence',Built-up,520,'Fully Furnished',cluster1
'bukit jalil',1850000,7,4,'Terrace/Link House','Land area',2040,'Fully Furnished',cluster5
cheras,385000,3,2,Condominium,Built-up,960,'Fully Furnished',cluster2
setapak,298000,3,2,Condominium,Built-up,931,'Partly Furnished',cluster2
sentul,320000,3,2,Condominium,Built-up,877,'Partly Furnished',cluster2
'bukit jalil',738000,4,3,Condominium,Built-up,1457,'Fully Furnished',cluster2
'taman melawati',650000,4,3,'Terrace/Link House','Land area',1260,'Partly Furnished',cluster2
'city centre',799000,4,3,Condominium,Built-up,1626,'Fully Furnished',cluster2
'jalan klang lama (old klang road)',580000,4,4,Condominium,Built-up,1268,'Partly Furnished',cluster5
'bukit tunku (kenny hills)',1800000,5,5,Condominium,Built-up,2400,'Partly Furnished',cluster5
klcc,1400000,2,2,'Serviced Residence',Built-up,1410,'Fully Furnished',cluster1
klcc,1080000,1,1,'Serviced Residence',Built-up,603,Unknown,cluster1
klcc,1400000,1,1,'Serviced Residence',Built-up,925,'Fully Furnished',cluster1
cheras,950000,5,3,'Terrace/Link House','Land area',2500,'Partly Furnished',cluster5
klcc,1680000,2,2,'Serviced Residence',Built-up,1207,'Fully Furnished',cluster1
klcc,1680000,2,2,'Serviced Residence',Built-up,1207,'Fully Furnished',cluster1
'mont kiara',1760000,4,4,Condominium,Built-up,1496,'Partly Furnished',cluster5
'mont kiara',2196000,4,3,Condominium,Built-up,1830,'Partly Furnished',cluster5
'mont kiara',2300000,5,4,Condominium,Built-up,3000,'Fully Furnished',cluster5
'mont kiara',2150000,4,4,Condominium,Built-up,2535,'Fully Furnished',cluster5
'kl eco city',1020000,2,1,Condominium,Built-up,797,'Partly Furnished',cluster1
'kl eco city',1200000,2,2,Condominium,Built-up,1067,'Partly Furnished',cluster1
cheras,465000,4,2,Condominium,Built-up,1142,Unknown,cluster2
'kuchai lama',800000,3,4,Condominium,Built-up,1690,'Partly Furnished',cluster5
'kuchai lama',960000,4,4,Condominium,Built-up,2045,'Fully Furnished',cluster5
setapak,460000,3,2,Condominium,Built-up,999,'Partly Furnished',cluster2
'bukit tunku (kenny hills)',5400000,6,5,Bungalow,'Land area',11800,Unknown,cluster6
klcc,2200000,5,5,Condominium,Built-up,3218,Unknown,cluster4
seputeh,5490000,7,5,Bungalow,Built-up,6000,'Partly Furnished',cluster6
kepong,918000,4,3,'Terrace/Link House','Land area',1400,'Partly Furnished',cluster2
'mont kiara',1100000,4,4,Condominium,Built-up,1931,Unknown,cluster5
setapak,390000,3,2,'Terrace/Link House','Land area',588,Unknown,cluster2
'mont kiara',2650000,5,5,Condominium,Built-up,3169,'Partly Furnished',cluster4
'mont kiara',1350000,3,2,Condominium,Built-up,1200,'Partly Furnished',cluster2
'sungai besi',520000,3,2,Condominium,Built-up,1044,'Partly Furnished',cluster2
klcc,500000,1,1,'Serviced Residence',Built-up,493,'Fully Furnished',cluster1
'bukit jalil',1080000,3,3,'Serviced Residence',Built-up,1521,'Partly Furnished',cluster2
'bukit bintang',1030000,3,3,'Serviced Residence',Built-up,1013,'Fully Furnished',cluster2
'damansara heights',13800000,6,7,Bungalow,'Land area',7468,'Partly Furnished',cluster3
'sri petaling',370000,2,2,'Terrace/Link House','Land area',770,'Partly Furnished',cluster1
pantai,4100000,5,5,Bungalow,Built-up,5660,Unknown,cluster4
'mont kiara',3000000,5,5,Condominium,Built-up,3704,'Partly Furnished',cluster4
'kl city',638000,4,3,Townhouse,'Land area',1500,'Partly Furnished',cluster2
'sri petaling',628000,4,3,'Terrace/Link House','Land area',1170,Unknown,cluster2
'sri petaling',420000,3,2,'Terrace/Link House','Land area',840,'Partly Furnished',cluster2
'sri petaling',610000,3,2,'Terrace/Link House','Land area',1760,Unknown,cluster2
'sri petaling',410000,3,2,'Terrace/Link House','Land area',770,'Partly Furnished',cluster2
'sri petaling',799000,5,3,'Terrace/Link House','Land area',1760,'Partly Furnished',cluster5
kepong,557000,3,2,'Serviced Residence',Built-up,1027,'Partly Furnished',cluster2
'wangsa maju',710000,4,3,Condominium,Built-up,1647,'Fully Furnished',cluster2
'jalan klang lama (old klang road)',530000,4,3,Condominium,Built-up,1208,'Partly Furnished',cluster2
'desa parkcity',2090000,4,4,'Terrace/Link House',Built-up,2500,'Partly Furnished',cluster5
'country heights damansara',7500000,9,8,Bungalow,'Land area',9500,Unknown,cluster3
'jalan klang lama (old klang road)',618000,2,2,'Serviced Residence',Built-up,852,'Fully Furnished',cluster1
'sungai besi',1050000,5,4,'Terrace/Link House','Land area',1500,'Partly Furnished',cluster5
sentul,748000,2,2,Condominium,Built-up,880,Unfurnished,cluster1
sentul,850000,3,2,Condominium,Built-up,1381,'Partly Furnished',cluster2
'bukit jalil',495000,2,1,'Serviced Residence',Built-up,667,'Partly Furnished',cluster1
kepong,720000,4,2,Condominium,Built-up,1432,'Partly Furnished',cluster2
'mont kiara',1080000,3,3,'Serviced Residence',Built-up,1678,'Fully Furnished',cluster2
'mont kiara',1900000,4,5,Condominium,Built-up,2535,'Fully Furnished',cluster5
'mont kiara',1900000,4,5,Condominium,Built-up,2535,'Fully Furnished',cluster5
'mont kiara',1950000,4,5,Condominium,Built-up,2700,'Fully Furnished',cluster5
klcc,860000,1,1,'Serviced Residence',Built-up,473,'Fully Furnished',cluster1
klcc,1300000,2,2,'Serviced Residence',Built-up,800,'Fully Furnished',cluster1
klcc,2160000,4,4,'Serviced Residence',Built-up,1600,'Fully Furnished',cluster5
'bukit jalil',1960000,7,7,'Terrace/Link House','Land area',1955,'Fully Furnished',cluster4
'bukit jalil',1790000,5,4,'Terrace/Link House','Land area',1840,'Fully Furnished',cluster5
'bukit jalil',1620000,5,4,'Terrace/Link House','Land area',1840,'Partly Furnished',cluster5
'bukit jalil',3050000,7,6,'Semi-detached House','Land area',4089,Unfurnished,cluster4
'mont kiara',1502400,4,4,Condominium,Built-up,1878,'Partly Furnished',cluster5
'bukit jalil',1330000,6,5,'Terrace/Link House','Land area',1650,'Partly Furnished',cluster5
'kl sentral',1800000,2,2,'Serviced Residence',Built-up,1485,'Partly Furnished',cluster1
'mont kiara',1600000,4,4,Condominium,Built-up,1605,'Partly Furnished',cluster5
'mont kiara',4179628,4,5,Condominium,Built-up,5090,'Partly Furnished',cluster4
'mont kiara',2160329,4,5,Condominium,Built-up,2766,'Partly Furnished',cluster5
'mont kiara',1823366,4,5,Condominium,Built-up,2163,'Partly Furnished',cluster5
'mont kiara',1305750,3,3,Condominium,Built-up,1377,'Partly Furnished',cluster2
dutamas,1250000,4,5,Condominium,Built-up,2084,'Partly Furnished',cluster5
kepong,678000,3,2,'Terrace/Link House','Land area',1760,Unfurnished,cluster2
'taman melawati',2350000,5,5,'Terrace/Link House','Land area',2132,'Partly Furnished',cluster5
'damansara heights',13000000,7,6,Bungalow,'Land area',12300,'Partly Furnished',cluster3
dutamas,1298000,5,4,Condominium,Built-up,2700,'Partly Furnished',cluster5
cheras,868000,5,4,'Terrace/Link House','Land area',1725,'Partly Furnished',cluster5
'sungai besi',520000,3,2,Condominium,Built-up,935,'Partly Furnished',cluster2
kepong,1288000,5,4,'Terrace/Link House','Land area',3150,'Partly Furnished',cluster5
'jalan kuching',1180000,5,5,'Terrace/Link House','Land area',1920,'Partly Furnished',cluster5
kepong,1250000,5,4,'Terrace/Link House','Land area',1870,'Partly Furnished',cluster5
'jalan klang lama (old klang road)',538000,1,2,'Serviced Residence',Built-up,1270,'Fully Furnished',cluster1
ampang,2200000,5,4,'Semi-detached House','Land area',5000,Unknown,cluster4
'bangsar south',1150000,3,2,Condominium,Built-up,1485,'Fully Furnished',cluster2
'bukit jalil',530000,3,3,Condominium,Built-up,1003,'Partly Furnished',cluster2
'sunway spk',1280000,4,4,Townhouse,'Land area',2262,Unfurnished,cluster5
'sunway spk',1980000,4,4,'Terrace/Link House','Land area',2400,'Partly Furnished',cluster5
kepong,820000,4,3,'Terrace/Link House','Land area',1760,'Partly Furnished',cluster2
'bukit jalil',910000,3,2,'Serviced Residence',Built-up,1218,Unknown,cluster2
cheras,668000,5,3,'Terrace/Link House','Land area',1500,Unfurnished,cluster5
'desa parkcity',828000,2,1,Condominium,'Land area',969,'Fully Furnished',cluster1
'jalan klang lama (old klang road)',665000,3,2,'Terrace/Link House','Land area',1650,'Partly Furnished',cluster2
'wangsa maju',450000,2,2,'Serviced Residence',Built-up,830,'Partly Furnished',cluster1
'damansara heights',1150000,4,5,'Serviced Residence',Built-up,1480,'Partly Furnished',cluster5
'damansara heights',4000000,5,4,'Semi-detached House','Land area',3700,'Partly Furnished',cluster4
klcc,2700000,3,2,'Serviced Residence',Built-up,1463,'Fully Furnished',cluster2
klcc,2580000,3,2,'Serviced Residence',Built-up,1463,'Partly Furnished',cluster2
'jalan kuching',410000,3,2,Condominium,Built-up,1050,'Partly Furnished',cluster2
'jalan kuching',550000,4,2,Condominium,Built-up,1200,'Partly Furnished',cluster2
'bukit jalil',553000,3,2,Condominium,Built-up,1100,Unknown,cluster2
ampang,475000,1,1,'Serviced Residence',Built-up,672,'Fully Furnished',cluster1
kepong,580000,4,2,'Serviced Residence','Land area',1162,'Partly Furnished',cluster2
'kl sentral',1800000,3,2,'Serviced Residence',Built-up,1399,'Fully Furnished',cluster2
'kl sentral',2300000,3,3,'Serviced Residence',Built-up,1787,'Partly Furnished',cluster5
'kl sentral',1500000,2,2,'Serviced Residence',Built-up,1259,'Fully Furnished',cluster1
cheras,3699000,7,7,Bungalow,'Land area',9978,'Partly Furnished',cluster6
'kl sentral',1360000,2,2,'Serviced Residence',Built-up,1087,'Partly Furnished',cluster1
'kl sentral',1990000,3,4,'Serviced Residence',Built-up,1485,'Fully Furnished',cluster5
'kl sentral',4300000,5,6,'Serviced Residence',Built-up,2982,'Partly Furnished',cluster4
sentul,498000,3,2,'Serviced Residence',Built-up,984,'Partly Furnished',cluster2
'kl sentral',1300000,3,3,Condominium,Built-up,1540,'Partly Furnished',cluster2
'mont kiara',1900000,5,4,Condominium,Built-up,1830,'Partly Furnished',cluster5
'mont kiara',1860000,4,4,Condominium,Built-up,2070,'Partly Furnished',cluster5
'mont kiara',1720000,4,4,Condominium,Built-up,2020,'Partly Furnished',cluster5
'damansara heights',4680000,6,5,'Semi-detached House','Land area',3200,'Partly Furnished',cluster4
'damansara heights',3200000,6,6,'Terrace/Link House','Land area',1782,'Partly Furnished',cluster4
'damansara heights',1600000,5,3,'Terrace/Link House','Land area',1716,Unknown,cluster5
bangsar,1650000,4,3,'Terrace/Link House','Land area',1800,'Partly Furnished',cluster5
'damansara heights',4280000,5,6,Bungalow,'Land area',6600,'Partly Furnished',cluster6
'damansara heights',4100000,7,5,Bungalow,'Land area',6144,'Partly Furnished',cluster6
pantai,670000,1,2,'Serviced Residence',Built-up,876,'Partly Furnished',cluster1
'kl sentral',2100000,1,2,'Serviced Residence',Built-up,825,'Partly Furnished',cluster1
'kl sentral',5214000,3,4,'Serviced Residence',Built-up,1738,'Partly Furnished',cluster4
bangsar,9000000,6,6,Condominium,Built-up,4771,Unfurnished,cluster6
bangsar,7500000,5,6,Condominium,Built-up,4025,Unfurnished,cluster6
bangsar,10500000,6,7,Condominium,Built-up,6913,'Partly Furnished',cluster3
bangsar,9000000,6,6,Bungalow,'Land area',13000,'Partly Furnished',cluster3
'mont kiara',4300000,7,6,'Semi-detached House','Land area',4500,'Fully Furnished',cluster4
'mont kiara',4250000,7,6,'Semi-detached House','Land area',3100,'Partly Furnished',cluster4
'sri hartamas',2800000,6,5,'Semi-detached House','Land area',4300,'Partly Furnished',cluster4
'sri hartamas',3200000,5,6,'Semi-detached House','Land area',2850,'Partly Furnished',cluster4
'sri hartamas',3600000,6,5,'Terrace/Link House',Built-up,4600,'Partly Furnished',cluster4
'sri hartamas',6680000,6,6,Bungalow,'Land area',6600,Unfurnished,cluster6
'sri hartamas',8000000,6,6,Bungalow,'Land area',8200,'Partly Furnished',cluster6
'mont kiara',7680000,7,6,Bungalow,'Land area',7200,'Partly Furnished',cluster6
'mont kiara',12000000,6,4,Bungalow,'Land area',10800,'Partly Furnished',cluster3
'sri hartamas',9000000,6,6,Bungalow,'Land area',8100,'Partly Furnished',cluster3
'mont kiara',4780000,5,5,'Semi-detached House','Land area',3500,'Partly Furnished',cluster4
'mont kiara',4250000,5,5,'Semi-detached House','Land area',2700,'Fully Furnished',cluster4
'mont kiara',12000000,7,6,Bungalow,'Land area',9600,'Partly Furnished',cluster3
'sri hartamas',4280000,6,5,'Semi-detached House','Land area',4000,'Partly Furnished',cluster4
'mont kiara',4280000,6,5,'Semi-detached House','Land area',4040,'Partly Furnished',cluster4
'sri hartamas',4280000,6,5,'Semi-detached House','Land area',4040,'Partly Furnished',cluster4
'sri hartamas',4450000,6,5,'Semi-detached House','Land area',4000,'Partly Furnished',cluster4
'sri hartamas',4390000,6,4,'Semi-detached House','Land area',4000,'Partly Furnished',cluster4
'sri hartamas',4180000,6,5,'Terrace/Link House','Land area',2400,'Partly Furnished',cluster4
'sri hartamas',2380000,4,3,'Terrace/Link House','Land area',3360,Unfurnished,cluster5
'sri hartamas',4500000,6,5,'Semi-detached House','Land area',3200,'Partly Furnished',cluster4
'sri hartamas',2750000,7,4,'Terrace/Link House','Land area',2720,'Partly Furnished',cluster4
'sri hartamas',1800000,4,3,'Terrace/Link House','Land area',1650,'Partly Furnished',cluster5
segambut,650000,4,3,Condominium,Built-up,1577,'Partly Furnished',cluster2
klcc,1900000,3,2,Condominium,Built-up,915,Unknown,cluster2
keramat,1200000,4,5,'Terrace/Link House','Land area',1800,'Fully Furnished',cluster5
'mont kiara',2100000,4,5,Condominium,Built-up,2535,'Fully Furnished',cluster5
'mont kiara',678000,3,2,'Serviced Residence',Built-up,1248,'Partly Furnished',cluster2
'mont kiara',578000,2,2,Condominium,Built-up,930,'Partly Furnished',cluster1
dutamas,450000,3,2,Condominium,Built-up,1100,'Partly Furnished',cluster2
'mont kiara',790000,3,2,Condominium,Built-up,1280,'Fully Furnished',cluster2
dutamas,2500000,5,5,'Semi-detached House',Built-up,3719,'Fully Furnished',cluster4
'bandar menjalara',420000,4,2,Condominium,Built-up,1076,'Partly Furnished',cluster2
'mont kiara',708000,3,2,Condominium,Built-up,1290,'Partly Furnished',cluster2
segambut,1130000,3,2,Condominium,Built-up,1788,'Partly Furnished',cluster2
segambut,820000,3,2,Condominium,Built-up,1319,'Partly Furnished',cluster2
'bukit tunku (kenny hills)',1620000,4,3,Condominium,Built-up,2300,'Partly Furnished',cluster5
'mont kiara',2250000,5,4,Condominium,Built-up,2973,'Partly Furnished',cluster5
'mont kiara',1580000,4,4,Condominium,Built-up,1878,'Partly Furnished',cluster5
seputeh,1200000,4,4,Condominium,Built-up,2161,Unknown,cluster5
setapak,1450000,5,5,'Terrace/Link House','Land area',3600,'Fully Furnished',cluster4
'mont kiara',10500000,8,8,Bungalow,'Land area',9365,'Partly Furnished',cluster3
'mont kiara',12000000,9,9,Bungalow,'Land area',10345,'Partly Furnished',cluster3
'city centre',4800000,3,5,Condominium,Built-up,3285,'Fully Furnished',cluster4
'sri hartamas',2480000,6,5,'Semi-detached House','Land area',3900,'Partly Furnished',cluster4
'mont kiara',2900000,5,5,Condominium,Built-up,3401,Unknown,cluster4
'mont kiara',1080000,3,2,Condominium,Built-up,1235,Unknown,cluster2
cheras,1130000,5,5,'Terrace/Link House','Land area',1950,'Partly Furnished',cluster5
cheras,678000,4,2,Condominium,Built-up,1315,'Fully Furnished',cluster2
cheras,1000000,5,4,'Terrace/Link House','Land area',1920,Unfurnished,cluster5
cheras,800000,4,3,'Terrace/Link House','Land area',1650,'Partly Furnished',cluster2
cheras,800000,4,4,'Terrace/Link House','Land area',1540,'Partly Furnished',cluster5
'bandar damai perdana',720000,4,3,'Terrace/Link House','Land area',1690,'Partly Furnished',cluster2
'bandar damai perdana',619999,4,3,'Terrace/Link House','Land area',1300,'Partly Furnished',cluster2
kepong,680000,3,2,'Terrace/Link House','Land area',1760,'Partly Furnished',cluster2
sentul,730000,3,3,Condominium,Built-up,1147,Unfurnished,cluster2
'taman tun dr ismail',1290000,5,3,Condominium,Built-up,1985,'Partly Furnished',cluster5
'mont kiara',1620000,3,5,Condominium,Built-up,2025,'Partly Furnished',cluster5
'ampang hilir',1560000,4,4,Condominium,Built-up,2700,'Fully Furnished',cluster5
'ampang hilir',1570000,4,4,Condominium,Built-up,2700,'Partly Furnished',cluster5
'mont kiara',3450000,5,3,Condominium,Built-up,3720,Unknown,cluster4
'sri petaling',1200000,4,4,'Terrace/Link House','Land area',2592,Unfurnished,cluster5
'jalan klang lama (old klang road)',329999,3,2,'Serviced Residence',Built-up,950,'Partly Furnished',cluster2
'jalan klang lama (old klang road)',329999,3,2,'Serviced Residence',Built-up,950,'Partly Furnished',cluster2
kepong,1100000,7,4,'Terrace/Link House','Land area',1400,'Partly Furnished',cluster5
'sri petaling',1900000,10,6,'Terrace/Link House','Land area',4400,'Partly Furnished',cluster4
